




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
SUWANEE A                     1291                          227                           31                            254                           11                            2                             525                           201                           27                            225                           13                            2                             468                           70                            6                             85                            5                             2                             168                           71                            8                             81                            8                             0                             168                           1329                          
BAYCREEK A                    2272                          531                           70                            117                           337                           0                             1055                          412                           59                            88                            245                           0                             804                           139                           25                            36                            112                           0                             312                           160                           18                            29                            111                           1                             319                           2490                          
GOODWINS A                    3049                          614                           70                            189                           265                           2                             1140                          475                           61                            146                           217                           1                             900                           240                           23                            52                            129                           1                             445                           254                           23                            60                            136                           4                             477                           2962                          
DULUTH A                      3711                          799                           112                           369                           290                           10                            1580                          640                           106                           314                           239                           3                             1302                          252                           41                            116                           134                           1                             544                           230                           39                            104                           126                           1                             500                           3926                          
DUNCANS A                     3752                          803                           134                           856                           126                           3                             1922                          616                           111                           645                           99                            3                             1474                          211                           29                            221                           39                            1                             501                           154                           20                            162                           44                            2                             382                           4279                          
PUCKETTS A                    3975                          683                           118                           1101                          36                            9                             1947                          498                           99                            823                           28                            7                             1455                          172                           33                            280                           13                            1                             499                           135                           30                            248                           10                            4                             427                           4328                          
CATES A                       1948                          342                           104                           240                           203                           1                             890                           234                           84                            182                           163                           0                             663                           108                           27                            66                            58                            1                             260                           94                            18                            60                            61                            0                             233                           2046                          
BERKSHIRE A                   1760                          296                           31                            86                            109                           2                             524                           229                           28                            60                            86                            4                             407                           134                           13                            35                            68                            0                             250                           158                           9                             32                            79                            0                             278                           1459                          
BERKSHIRE B                   4080                          363                           96                            67                            675                           3                             1204                          308                           86                            52                            594                           2                             1042                          222                           28                            25                            273                           3                             551                           237                           25                            26                            368                           3                             659                           3456                          
DUNCANS C                     2518                          654                           83                            530                           62                            2                             1331                          469                           71                            424                           50                            0                             1014                          160                           20                            126                           18                            0                             324                           126                           15                            112                           16                            0                             269                           2938                          
GARNERS A                     2910                          548                           104                           620                           93                            2                             1367                          392                           96                            469                           73                            3                             1033                          183                           24                            204                           37                            1                             449                           139                           25                            194                           37                            2                             397                           3246                          
LAWRENCEVILLE A               2889                          428                           104                           14                            439                           4                             989                           304                           82                            13                            299                           5                             703                           149                           37                            6                             139                           1                             332                           142                           37                            7                             150                           1                             337                           2361                          
LAWRENCEVILLE B               3653                          501                           75                            61                            654                           1                             1292                          414                           75                            46                            492                           3                             1030                          199                           31                            21                            286                           2                             539                           205                           29                            24                            349                           3                             610                           3471                          
MARTINS A                     2371                          346                           30                            38                            193                           4                             611                           284                           30                            30                            183                           4                             531                           191                           15                            31                            107                           2                             346                           232                           27                            22                            157                           3                             441                           1929                          
MARTINS B                     2307                          394                           38                            34                            242                           4                             712                           332                           38                            30                            178                           2                             580                           178                           14                            15                            116                           3                             326                           209                           15                            18                            133                           2                             377                           1995                          
MARTINS C                     1934                          430                           43                            85                            165                           0                             723                           333                           34                            72                            133                           1                             573                           169                           14                            26                            68                            3                             280                           167                           10                            29                            66                            3                             275                           1851                          
PINCKNEYVILLE A               1983                          297                           16                            20                            145                           3                             481                           263                           20                            17                            130                           1                             431                           158                           15                            8                             68                            0                             249                           199                           17                            9                             112                           2                             339                           1500                          
PINCKNEYVILLE B               2390                          303                           32                            18                            285                           5                             643                           212                           28                            8                             251                           2                             501                           164                           12                            8                             125                           5                             314                           168                           12                            9                             157                           5                             351                           1809                          
PINCKNEYVILLE C               1568                          470                           81                            26                            138                           0                             715                           374                           75                            21                            121                           0                             591                           142                           24                            11                            55                            0                             232                           121                           20                            11                            61                            1                             214                           1752                          
PINCKNEYVILLE D               1512                          198                           11                            11                            129                           3                             352                           163                           10                            10                            110                           1                             294                           105                           3                             6                             69                            1                             184                           128                           7                             11                            84                            2                             232                           1062                          
SUGAR HILL A                  2940                          687                           61                            473                           27                            9                             1257                          489                           60                            345                           23                            6                             923                           187                           23                            120                           13                            3                             346                           160                           26                            111                           12                            3                             312                           2838                          
SUGAR HILL B                  3787                          891                           93                            568                           48                            12                            1612                          631                           81                            427                           31                            11                            1181                          280                           34                            177                           13                            7                             511                           245                           30                            181                           12                            2                             470                           3774                          
HOG MOUNTAIN A                3646                          710                           58                            413                           151                           3                             1335                          557                           55                            322                           126                           4                             1064                          257                           21                            141                           57                            1                             477                           224                           17                            162                           72                            4                             479                           3355                          
HOG MOUNTAIN B                3661                          869                           87                            563                           226                           3                             1748                          631                           76                            424                           190                           3                             1324                          269                           36                            130                           75                            1                             511                           209                           29                            131                           94                            2                             465                           4048                          
ROCKYCREEK A                  4311                          857                           89                            859                           116                           2                             1923                          637                           78                            623                           95                            2                             1435                          228                           23                            230                           46                            2                             529                           200                           16                            208                           47                            1                             472                           4359                          
CATES B                       1417                          343                           68                            143                           116                           1                             671                           252                           57                            107                           89                            0                             505                           134                           13                            54                            43                            1                             245                           94                            13                            41                            31                            0                             179                           1600                          
CATES C                       2181                          339                           50                            323                           91                            1                             804                           292                           50                            282                           58                            2                             684                           137                           13                            118                           34                            4                             306                           153                           7                             146                           44                            1                             351                           2145                          
HOG MOUNTAIN D                2475                          586                           62                            263                           201                           2                             1114                          422                           55                            195                           147                           2                             821                           154                           18                            83                            46                            1                             302                           149                           15                            61                            61                            2                             288                           2525                          
BERKSHIRE D                   2310                          491                           113                           404                           83                            3                             1094                          373                           106                           321                           67                            1                             868                           146                           20                            134                           35                            1                             336                           142                           22                            131                           33                            0                             328                           2626                          
BERKSHIRE E                   1674                          364                           58                            327                           50                            4                             803                           261                           52                            261                           36                            4                             614                           111                           17                            118                           13                            1                             260                           98                            20                            90                            16                            1                             225                           1902                          
BERKSHIRE F                   1573                          285                           38                            54                            86                            4                             467                           207                           31                            40                            72                            3                             353                           113                           18                            19                            44                            1                             195                           117                           29                            22                            60                            1                             229                           1244                          
CATES D                       2140                          460                           69                            285                           112                           4                             930                           373                           55                            214                           83                            1                             726                           178                           17                            99                            31                            0                             325                           157                           16                            106                           33                            1                             313                           2294                          
035 Cates D - 04              495                           120                           13                            49                            24                            1                             207                           91                            12                            45                            26                            1                             175                           36                            10                            20                            7                             0                             73                            31                            9                             17                            14                            1                             72                            527                           
CATES E                       2402                          518                           88                            398                           111                           1                             1116                          400                           85                            338                           82                            2                             907                           178                           19                            109                           48                            0                             354                           147                           23                            123                           39                            0                             332                           2709                          
PINCKNEYVILLE E               1563                          250                           13                            9                             119                           2                             393                           205                           15                            8                             107                           2                             337                           147                           4                             6                             56                            2                             215                           176                           8                             11                            85                            1                             281                           1226                          
PINCKNEYVILLE F               1648                          233                           33                            14                            159                           2                             441                           203                           24                            8                             136                           2                             373                           113                           11                            6                             77                            1                             208                           132                           12                            6                             87                            2                             239                           1261                          
DUNCANS D                     4888                          1079                          179                           1032                          99                            4                             2393                          764                           160                           759                           77                            5                             1765                          337                           43                            238                           30                            1                             649                           251                           32                            205                           27                            0                             515                           5322                          
PINCKNEYVILLE H               3376                          718                           133                           89                            435                           6                             1381                          591                           119                           72                            371                           3                             1156                          260                           46                            26                            174                           0                             506                           227                           42                            30                            180                           0                             479                           3522                          
BAYCREEK B                    4331                          688                           86                            477                           238                           10                            1499                          558                           72                            380                           207                           5                             1222                          269                           27                            174                           102                           1                             573                           332                           25                            261                           140                           9                             767                           4061                          
LAWRENCEVILLE C               2359                          565                           64                            227                           232                           0                             1088                          418                           56                            163                           172                           0                             809                           141                           18                            63                            75                            0                             297                           131                           14                            52                            69                            2                             268                           2462                          
MARTINS D                     1521                          197                           30                            9                             109                           0                             345                           166                           24                            12                            107                           0                             309                           125                           12                            6                             68                            3                             214                           171                           12                            6                             74                            2                             265                           1133                          
ROCKBRIDGE B                  3144                          407                           56                            367                           97                            4                             931                           394                           52                            359                           79                            5                             889                           212                           20                            155                           34                            2                             423                           246                           23                            212                           53                            2                             536                           2779                          
GARNERS B                     2529                          337                           89                            442                           82                            1                             951                           268                           83                            369                           61                            2                             783                           113                           24                            159                           26                            0                             322                           151                           25                            191                           45                            1                             413                           2469                          
CATES F                       1566                          415                           73                            185                           102                           0                             775                           301                           64                            144                           70                            1                             580                           106                           14                            43                            31                            4                             198                           92                            16                            48                            31                            2                             189                           1742                          
CATES G                       2392                          583                           92                            306                           256                           0                             1237                          487                           84                            235                           206                           0                             1012                          160                           20                            75                            62                            0                             317                           139                           20                            69                            58                            0                             286                           2852                          
DULUTH B                      2666                          552                           91                            109                           305                           1                             1058                          433                           85                            84                            235                           1                             838                           187                           27                            31                            136                           0                             381                           179                           29                            31                            127                           0                             366                           2643                          
GARNERS C                     1603                          285                           41                            257                           25                            4                             612                           188                           37                            202                           16                            4                             447                           118                           9                             88                            9                             5                             229                           117                           13                            98                            12                            4                             244                           1532                          
PINCKNEYVILLE I               1893                          245                           33                            26                            191                           1                             496                           223                           30                            29                            165                           2                             449                           139                           11                            10                            93                            1                             254                           189                           13                            13                            135                           1                             351                           1550                          
PINCKNEYVILLE J               1901                          228                           16                            17                            180                           2                             443                           203                           17                            10                            155                           4                             389                           127                           12                            8                             82                            2                             231                           148                           8                             9                             129                           5                             299                           1362                          
BERKSHIRE G                   1960                          346                           58                            441                           44                            2                             891                           265                           58                            330                           31                            2                             686                           100                           15                            117                           18                            1                             251                           93                            6                             114                           22                            2                             237                           2065                          
CATES H                       2780                          377                           65                            357                           64                            2                             865                           296                           50                            312                           58                            2                             718                           176                           30                            170                           38                            1                             415                           200                           31                            204                           54                            1                             490                           2488                          
SUGAR HILL C                  3804                          1103                          81                            586                           52                            7                             1829                          824                           67                            442                           39                            5                             1377                          318                           39                            167                           16                            1                             541                           259                           29                            153                           13                            0                             454                           4201                          
SUGAR HILL D                  3095                          725                           72                            581                           36                            5                             1419                          518                           56                            403                           30                            4                             1011                          194                           22                            176                           7                             1                             400                           192                           18                            146                           8                             1                             365                           3195                          
DULUTH C                      1914                          387                           64                            64                            190                           2                             707                           314                           55                            50                            151                           1                             571                           129                           25                            37                            89                            0                             280                           140                           25                            28                            104                           0                             297                           1855                          
DULUTH D                      3331                          530                           69                            99                            383                           2                             1083                          431                           62                            83                            325                           3                             904                           241                           36                            33                            179                           3                             492                           253                           30                            36                            216                           4                             539                           3018                          
PINCKNEYVILLE K               2674                          382                           29                            46                            205                           3                             665                           326                           29                            38                            172                           3                             568                           189                           22                            15                            113                           3                             342                           234                           15                            24                            161                           2                             436                           2011                          
