COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
Laurens,Brewton,205,10,75,120,0,14,0,3,11,0,784,21,278,485,0,1245
Laurens,Dudley,152,17,51,84,0,16,2,8,6,0,628,33,194,401,0,902
Laurens,Hampton Mill,150,12,44,94,0,8,2,2,4,0,975,22,260,693,0,1339
Laurens,Harvard,120,5,20,95,0,1,0,0,1,0,123,3,18,102,0,311
Laurens,Minter,34,1,9,24,0,13,1,2,10,0,516,21,147,348,0,666
Laurens,Rural Fire Sta #17,316,17,138,161,0,17,0,7,10,0,930,44,390,496,0,1614
Laurens,Reedy Springs,87,10,25,52,0,9,0,2,7,0,475,10,104,361,0,666
Laurens,Smith,782,45,292,445,0,32,3,12,17,0,933,55,391,486,1,2447
Laurens,LCFS 10 (Valambrosia),442,28,209,204,1,14,2,5,7,0,769,29,324,416,0,1585
Lee,Chokee,162,22,59,81,0,4,2,0,2,0,163,6,91,66,0,413
Lee,Redbone,554,24,276,254,0,69,6,29,34,0,2433,66,1211,1156,0,3816
Lee,Smithville,268,15,79,174,0,8,3,5,0,0,350,8,182,160,0,856
Lee,CJC,42,6,16,20,0,6,2,4,0,0,387,13,189,185,0,529
Lee,Leesburg,458,25,235,198,0,54,0,25,29,0,1491,32,876,583,0,2600
Lee,Friendship Bapt,130,4,74,52,0,15,1,7,7,0,623,11,275,337,0,984
Lee,First Baptist,631,28,353,248,2,49,2,17,30,0,1902,66,891,945,0,3170
Lee,SDA Church,110,7,36,67,0,17,0,6,11,0,687,24,299,364,0,980
Lee,Sovereign Grace,321,7,150,164,0,39,1,10,28,0,1213,35,586,591,1,2031
Lee,Century Fire Station,494,20,240,233,1,38,3,15,20,0,1397,50,808,538,1,2462
Liberty,Riceboro Youth Center,556,23,279,253,1,7,0,2,5,0,140,15,63,62,0,943
Liberty,Lyman Hall School,1348,46,794,504,4,52,0,24,28,0,428,14,225,187,2,2950
Liberty,Lewis Frasier School,1247,62,808,372,5,58,3,22,33,0,767,30,474,263,0,3024
Liberty,Memorial Dr. East,742,23,456,262,1,29,0,16,13,0,203,6,123,74,0,1652
Liberty,Button Gwinnett,194,9,76,108,1,25,2,7,16,0,160,11,50,99,0,1213
Liberty,Town of Allenhurst,888,22,505,360,1,17,0,6,11,0,333,10,132,189,2,1861
Liberty,Hinesville,474,13,304,154,3,24,0,14,10,0,467,12,281,172,2,1450
Liberty,Liberty County,1223,50,847,323,3,48,2,18,28,0,1040,57,633,350,0,3253
Liberty,Walthourville,913,27,585,296,5,38,1,11,26,0,283,9,141,133,0,2003
Liberty,Fleming West,206,3,102,101,0,8,0,5,3,0,80,2,31,46,1,412
Liberty,Fleming East,400,25,216,159,0,42,1,12,29,0,1220,66,577,577,0,2226
Liberty,Gum Branch,495,11,307,177,0,30,1,7,21,1,675,17,195,461,2,1920
Liberty,Hinesville Lodge,870,26,554,289,1,49,1,27,21,0,338,10,181,147,0,1951
Lincoln,Midway,110,40,28,42,0,6,0,4,2,0,223,15,106,102,0,524
Lincoln,Lincoln Club House,336,93,127,116,0,5,1,1,3,0,205,6,116,83,0,810
Lincoln,Lincoln Center,223,32,120,71,0,16,1,9,6,0,756,41,486,229,0,1464
Lincoln,Faith Temple of Linc,118,8,57,52,1,4,0,2,2,0,209,6,94,109,0,495
Lincoln,Tabernacle,288,46,114,128,0,11,2,3,6,0,355,18,174,163,0,941
Lincoln,Bethany Church,56,4,27,25,0,8,0,4,4,0,329,16,178,135,0,581
Lincoln,Martins Crossroad,142,14,83,45,0,20,0,10,10,0,682,40,380,262,0,1134
Long,Beards Creek,307,25,108,172,2,18,1,4,12,1,390,4,129,255,2,1065
Long,Rye Patch/Oak Dale,332,5,170,157,0,39,1,16,22,0,739,16,329,394,0,1622
Long,South Ludowici,245,9,136,100,0,15,0,7,8,0,235,3,137,94,1,637
Long,North Ludowici,289,6,162,119,2,36,0,16,20,0,460,8,233,219,0,1247
Long,Tibet,63,2,32,29,0,10,0,5,5,0,382,3,208,171,0,637
Long,Alma Flournoy,31,1,13,17,0,6,0,3,3,0,132,3,60,69,0,241
Long,Faith Baptist Annex,93,5,45,43,0,7,0,3,4,0,288,4,149,135,0,603
Lowndes,Hahira,577,27,296,235,19,66,5,26,32,3,2431,72,1313,1025,21,3783
Lowndes,Trinity-001,405,21,261,111,12,31,2,12,17,0,564,26,356,176,6,1725
Lowndes,Trinity-008,2020,67,1367,530,56,166,18,70,77,1,2780,85,1859,795,41,6878
Lowndes,Northside,7147,307,4849,1888,103,343,12,216,108,7,6179,268,4799,1063,49,21447
Lowndes,Naylor-001,133,5,51,75,2,15,0,7,8,0,324,7,110,207,0,572
Lowndes,Naylor-008,98,1,77,17,3,5,0,2,2,1,164,9,109,44,2,348
Lowndes,Rainwater,1605,92,1080,410,23,149,6,83,56,4,3590,146,2546,868,30,7165
Lowndes,Mildred,1631,98,859,630,44,17,1,8,8,0,232,12,156,55,9,3034
Lowndes,Clyattville,661,39,373,231,18,45,3,18,24,0,1669,42,907,697,23,3127
Lowndes,Dasher,350,10,212,122,6,54,4,22,27,1,2020,44,1056,903,17,2971
Lowndes,S Lowndes,437,33,219,174,11,38,2,15,20,1,1682,83,795,796,8,2860
Lumpkin,Dahlonega,2220,132,1584,502,2,495,18,292,185,0,9619,395,7056,2163,5,15618
Macon,Ideal,397,30,212,155,0,8,1,4,3,0,490,20,296,174,0,1235
Macon,Oglethorpe,487,27,294,166,0,15,1,6,8,0,287,13,215,59,0,1127
Macon,Marshallville,531,21,119,391,0,7,1,1,5,0,304,16,128,160,0,1167
Macon,Montezuma 4,632,42,311,279,0,8,1,3,4,0,315,14,235,66,0,1383
Macon,Montezuma 5,658,57,297,304,0,4,0,0,4,0,144,5,105,34,0,1100
Madison,Colbert,465,29,234,202,0,47,1,21,25,0,1363,44,747,572,0,2350
Madison,Collins,46,3,22,21,0,16,3,4,9,0,322,10,129,182,1,489
Madison,Comer,240,7,117,116,0,23,1,4,18,0,562,24,283,255,0,1068
Madison,Danielsville,257,12,184,61,0,47,5,25,17,0,1516,72,1115,329,0,2303
Madison,Fork,112,4,48,60,0,11,0,2,9,0,233,11,69,153,0,464
Madison,Harrison,35,4,13,18,0,7,1,0,6,0,326,13,94,219,0,445
Madison,Hull,669,26,338,305,0,76,3,30,42,1,1519,77,783,658,1,2980
Madison,Ila,137,7,77,53,0,25,0,16,9,0,812,35,420,357,0,1208
Madison,Mill,126,9,71,46,0,21,0,7,14,0,839,33,412,393,1,1214
Madison,Paoli,19,0,5,14,0,4,0,0,4,0,145,3,47,95,0,199
Madison,Pittman,231,9,98,124,0,34,1,10,23,0,993,37,449,506,1,1548
Madison,Poca,88,17,37,34,0,17,2,4,11,0,571,12,258,299,2,850
Marion,Pineknot,69,2,27,40,0,9,1,3,5,0,499,12,124,363,0,786
Marion,Buena Vista,962,165,458,339,0,20,1,13,6,0,602,29,395,178,0,2086
Marion,Tazewell,49,4,9,36,0,6,0,4,2,0,189,6,35,148,0,301
Marion,Brantley,33,9,10,14,0,4,0,2,2,0,268,12,98,158,0,383
Marion,Ft. Perry,100,8,25,67,0,10,1,2,7,0,363,16,105,242,0,668
McDuffie,Queen of Angels,527,41,265,221,0,8,0,4,4,0,134,14,80,40,0,920
McDuffie,Augusta Tech,101,8,64,29,0,17,2,6,9,0,871,46,551,274,0,1231
McDuffie,Fort Creek,220,24,108,88,0,12,1,5,6,0,466,19,270,177,0,963
McDuffie,Dearing UMC,253,19,135,99,0,21,2,9,10,0,905,23,523,359,0,1487
McDuffie,Vanderhorst,722,78,409,235,0,17,1,11,5,0,477,31,316,130,0,1574
McDuffie,Sweetwater Activity Center,610,34,349,227,0,29,1,18,10,0,1306,80,840,386,0,2452
McDuffie,Thomson Depot,885,70,481,334,0,6,1,4,1,0,160,14,97,49,0,1523
McDuffie,Marshall Church,141,8,73,60,0,13,4,7,2,0,703,27,393,283,0,1040
McDuffie,Whiteoak,240,8,114,118,0,14,1,5,8,0,410,19,203,188,0,777
McIntosh,Sapelo Island,39,5,8,26,0,0,0,0,0,0,10,0,4,6,0,65
McIntosh,Townsend,116,25,48,43,0,1,0,0,1,0,293,109,65,119,0,588
McIntosh,Crescent,799,75,374,349,1,10,0,4,6,0,406,19,252,135,0,1880
McIntosh,Darien,582,56,309,213,4,29,3,15,11,0,925,117,550,255,3,2490
McIntosh,South Newport,358,35,164,159,0,35,4,11,20,0,1009,69,489,451,0,1967
McIntosh,North Darien,409,32,211,166,0,38,5,14,19,0,844,61,493,288,2,2136
Meriwether,CHALYBEATE,43,2,9,32,0,7,1,0,6,0,262,10,61,191,0,375
Meriwether,MANCHESTER GILL I,299,13,68,218,0,25,0,7,18,0,624,23,194,407,0,1249
Meriwether,MANCHESTER GILL II,478,53,114,311,0,9,2,1,6,0,116,7,51,58,0,864
Meriwether,ODESSADALE,76,1,21,54,0,1,0,0,1,0,114,6,54,54,0,261
Meriwether,GREENVILLE,607,25,356,226,0,20,2,10,8,0,561,20,341,200,0,1623
Meriwether,LONE OAK,368,21,160,184,3,9,0,3,6,0,344,12,167,164,1,946
Meriwether,LUTHERSVILLE,639,27,281,331,0,30,3,13,14,0,855,35,350,469,1,2062
Meriwether,ALVATON,322,10,83,229,0,17,0,6,11,0,535,13,212,310,0,1150
Meriwether,GAY,66,3,22,41,0,10,0,2,8,0,182,3,54,124,1,314
Meriwether,WOODBURY,420,25,86,309,0,7,0,4,3,0,418,25,176,217,0,1131
Meriwether,WARM SPRINGS,252,6,58,188,0,21,0,6,15,0,520,21,204,295,0,1001
Meriwether,DURAND,152,7,52,93,0,4,0,0,4,0,284,9,93,182,0,583
Meriwether,RALEIGH,66,4,14,48,0,3,0,1,2,0,266,12,77,177,0,422
Meriwether,COVE,16,2,3,11,0,2,0,0,2,0,141,4,18,119,0,185
Miller,Colquitt-Miller,623,47,216,359,1,30,3,8,19,0,1891,105,1015,768,3,3461
Mitchell,Baconton,294,22,113,158,1,9,1,4,4,0,342,9,130,200,3,883
Mitchell,Branchville,71,9,36,26,0,4,0,4,0,0,327,6,119,199,3,501
Mitchell,Camilla North,944,99,482,363,0,8,1,1,6,0,212,14,146,52,0,1636
Mitchell,Camilla South,990,85,562,343,0,28,3,14,11,0,1087,81,784,221,1,2877
Mitchell,Cotton,21,1,7,13,0,2,0,0,2,0,245,6,60,179,0,320
Mitchell,Hopeful,49,4,22,23,0,2,0,0,2,0,178,7,61,110,0,292
Mitchell,Hisonton,11,1,5,5,0,0,0,0,0,0,105,5,16,84,0,137
Mitchell,Lester,140,17,80,43,0,8,0,5,3,0,599,20,226,353,0,971
Mitchell,Pebble City,14,0,5,9,0,1,0,0,1,0,107,9,31,67,0,142
Mitchell,Pelham,907,140,333,434,0,28,2,5,21,0,879,32,437,410,0,2690
Mitchell,Sale City,52,0,8,44,0,3,0,0,3,0,198,4,31,163,0,312
Monroe,BENTONS,322,29,172,121,0,59,2,23,34,0,1266,47,649,567,3,1938
Monroe,BRANTLEYS,92,3,42,47,0,14,0,4,10,0,592,20,291,279,2,819
Monroe,BURGAYS,292,19,159,114,0,31,3,8,20,0,1328,57,580,691,0,1920
Monroe,CABANISS,107,3,54,50,0,6,0,1,5,0,315,5,131,179,0,578
Monroe,COX,104,1,50,53,0,12,2,4,6,0,356,9,151,196,0,586
Monroe,CULLODEN,93,4,28,61,0,6,0,1,5,0,178,10,43,125,0,343
Monroe,DILLARDS,113,3,58,52,0,11,2,2,7,0,483,12,248,222,1,771
Monroe,EVERS,240,6,132,102,0,40,1,14,25,0,876,33,525,318,0,1455
Monroe,FORSYTH,1486,143,899,444,0,38,0,21,17,0,1044,44,729,270,1,3584
Monroe,HIGH FALLS,153,5,72,76,0,23,0,5,18,0,790,20,342,428,0,1326
Monroe,KELSEYS,209,14,86,109,0,4,0,1,3,0,235,3,94,137,1,547
Monroe,MIDDLEBROOKS,140,6,67,66,1,22,0,11,11,0,706,19,393,294,0,1046
Monroe,PROCTORS,168,7,70,91,0,17,0,7,10,0,439,10,175,253,1,824
Monroe,RUSSELLVILLE,52,6,13,33,0,1,1,0,0,0,224,14,66,144,0,361
Montgomery,Ailey,89,3,21,65,0,1,0,1,0,0,219,9,120,90,0,382
Montgomery,Alston,36,2,10,24,0,4,0,1,3,0,293,5,101,187,0,397
Montgomery,Higgston,157,9,51,97,0,15,1,6,8,0,690,16,244,430,0,1075
Montgomery,Kibbee,33,2,16,15,0,5,0,1,4,0,307,14,77,216,0,417
Montgomery,Mount Vernon,368,24,149,195,0,13,1,5,7,0,500,18,259,223,0,1276
Montgomery,Tarrytown,16,0,1,15,0,1,0,0,1,0,207,4,41,162,0,278
Montgomery,Uvalda,148,3,36,109,0,6,0,2,4,0,454,17,153,284,0,856
Morgan,Northeast Morgan,1026,48,639,337,2,45,0,30,15,0,744,33,547,164,0,2295
Morgan,East Morgan,298,18,177,103,0,29,3,16,10,0,1022,29,571,422,0,1608
Morgan,Beth/Springfield,112,7,52,53,0,15,0,5,10,0,430,17,206,205,2,666
Morgan,Central Morgan,461,36,296,129,0,43,6,18,19,0,1345,57,976,312,0,2284
Morgan,Clacks Chapel,63,4,35,24,0,11,0,3,8,0,412,8,203,201,0,560
Morgan,West Morgan,327,19,147,160,1,29,1,15,13,0,1330,38,749,543,0,2001
Morgan,North Morgan,376,29,195,152,0,46,1,16,29,0,1276,38,636,602,0,2057
Murray,MCDONALD,175,6,85,84,0,29,2,8,19,0,1123,15,510,598,0,1836
Murray,SHUCK PEN,257,10,76,171,0,38,0,10,28,0,1333,22,559,752,0,2127
Murray,SOUTHWEST,214,13,85,116,0,44,3,9,32,0,1368,28,586,754,0,2244
Murray,SPRING PLACE,326,8,137,181,0,50,3,16,31,0,1700,55,890,755,0,2715
Murray,TOWN,543,38,282,223,0,70,5,32,33,0,2754,90,1538,1126,0,4378
Murray,CARTERS-DOOLITTLE,151,12,62,77,0,23,2,3,18,0,979,21,397,561,0,1585
Murray,NORTH,134,9,39,86,0,29,1,9,19,0,1084,27,391,666,0,1581
Muscogee,WYNNTON,2049,132,983,931,3,73,2,27,43,1,622,30,313,279,0,4272
Muscogee,CARVER/MACK,2095,127,1226,738,4,26,3,12,11,0,80,7,43,30,0,3625
Muscogee,ST JOHN/BELVEDERE,2852,160,1561,1123,8,34,0,13,21,0,179,18,83,78,0,4397
Muscogee,BRITT DAVID BAPT CH,485,22,206,256,1,52,1,10,41,0,914,47,305,561,1,1947
Muscogee,ST PETER U. M. C.,629,36,309,282,2,60,3,11,46,0,1330,63,536,730,1,2636
Muscogee,CORNERSTONE CHURCH,1230,73,652,505,0,111,7,43,61,0,2172,107,872,1193,0,4650
Muscogee,COLUMBUS TECH,764,30,302,428,4,65,2,25,38,0,1012,54,408,548,2,3210
Muscogee,ST. MARK/HEIFERHORN,1129,71,627,431,0,106,5,44,57,0,2934,95,1438,1401,0,5218
Muscogee,WYNNBROOK,516,72,274,170,0,58,11,20,27,0,1402,134,665,603,0,2411
Muscogee,CUSSETA RD,2420,133,989,1293,5,32,1,11,20,0,126,15,63,47,1,4804
Muscogee,NATIONAL INFANTRY,1866,152,934,772,8,40,4,14,22,0,316,47,86,182,1,4427
Muscogee,EDDY/KEY,1334,68,494,769,3,27,0,10,17,0,371,31,130,210,0,3212
Muscogee,MT. PILGRIM,2941,145,1589,1199,8,55,5,20,30,0,142,12,60,70,0,4666
Muscogee,FAITH TABERNACLE,2169,104,1181,879,5,34,1,16,15,2,179,12,79,87,1,3550
Muscogee,FORT/WADDELL,2721,144,1559,1010,8,61,7,23,30,1,535,75,261,198,1,5311
Muscogee,ROTHSCHILD,3213,120,1927,1160,6,72,1,33,38,0,483,45,241,195,2,5668
Muscogee,GENTIAN/REESE @LDS,1395,85,685,616,9,108,5,42,61,0,1609,114,760,734,1,4333
Muscogee,ST PAUL U.M.C.-02,824,36,505,281,2,96,7,35,54,0,1569,118,867,584,0,3623
Muscogee,ST PAUL U.M.C.-03,412,28,200,184,0,37,3,16,18,0,498,23,247,228,0,915
Muscogee,MOON/MORNINGSIDE,973,63,490,420,0,115,7,44,64,0,2079,140,938,1000,1,4225
Muscogee,ST. ANDREWS/MIDLAND,1838,102,1006,728,2,173,8,57,108,0,2566,132,1177,1253,4,6014
Muscogee,SALVATION ARMY,820,26,426,367,1,59,3,21,35,0,924,53,409,461,1,2365
Muscogee,FIRST AFRICAN,579,29,194,350,6,33,2,8,23,0,208,15,75,116,2,1502
Muscogee,EPWORTH-02,67,0,33,34,0,3,0,1,2,0,44,1,25,18,0,182
Muscogee,EPWORTH-03,760,45,338,376,1,89,8,26,55,0,1224,101,503,619,1,3185
Muscogee,GALLOPS/HANNAN,848,40,349,455,4,44,3,16,25,0,328,13,132,183,0,2267
Muscogee,EDGEWOOD BAPTIST,1088,42,608,435,3,44,4,12,28,0,625,36,264,324,1,2478
Muscogee,PSALMOND/MATHEWS,1834,89,1108,636,1,124,6,51,67,0,2505,101,1319,1082,3,5607
Newton,City Pond,552,33,249,270,0,17,1,8,8,0,310,12,144,154,0,1338
Newton,Town,1687,135,841,711,0,39,6,11,21,1,488,35,262,191,0,3451
Newton,Almon,1963,81,1171,710,1,49,2,14,33,0,706,45,338,323,0,3525
Newton,Alcovy-4,989,62,563,364,0,72,6,15,51,0,1228,55,679,494,0,2202
Newton,Alcovy-10,46,2,20,24,0,7,0,4,3,0,211,17,117,77,0,1117
Newton,Covington Mills,803,36,434,333,0,43,2,18,23,0,762,46,373,343,0,2230
Newton,Brewers,500,19,219,262,0,47,4,16,27,0,1512,55,516,941,0,2579
Newton,Brick Store,394,27,216,151,0,44,2,12,30,0,1283,58,555,669,1,2088
Newton,Cedar Shoals,743,12,408,323,0,51,3,12,36,0,629,32,239,357,1,2098
Newton,Livingston,1649,63,956,630,0,42,1,17,24,0,722,43,367,312,0,3348
Newton,Downs,1619,54,945,620,0,83,1,50,32,0,1884,69,1042,773,0,4673
Newton,Gum Creek,654,33,403,218,0,65,6,14,45,0,2072,102,955,1015,0,3352
Newton,Beaverdam,2068,53,1202,813,0,39,1,10,28,0,617,37,314,266,0,3707
Newton,Leguinn,268,18,129,121,0,27,1,6,20,0,1064,48,390,626,0,1646
Newton,Mansfield,114,11,36,67,0,19,0,1,18,0,877,26,177,674,0,1218
Newton,Newborn,105,7,20,78,0,16,0,1,15,0,425,14,86,325,0,632
Newton,Oxford,417,33,176,208,0,49,0,16,33,0,1009,58,447,504,0,1879
Newton,Rocky Plains-4,138,8,75,55,0,6,0,1,5,0,140,7,65,68,0,2316
Newton,Rocky Plains-10,676,27,331,318,0,32,0,10,22,0,976,32,469,475,0,379
Newton,Buck Creek,1365,65,786,514,0,72,3,27,42,0,1357,64,742,551,0,3723
Newton,Stansells,1662,62,976,624,0,41,2,16,23,0,726,50,393,283,0,3380
Newton,Fairview,1155,40,581,534,0,19,1,6,12,0,217,10,103,104,0,2017
Newton,Crowell,2109,84,1174,851,0,28,0,13,15,0,367,13,191,163,0,3455
Newton,Hub,267,15,124,128,0,40,3,13,24,0,1331,53,521,757,0,1949
Oconee,Annex,499,21,353,124,1,72,5,37,29,1,950,25,693,232,0,1829
Oconee,Colham Ferry,333,18,221,94,0,41,2,25,14,0,837,34,559,243,1,1425
Oconee,Antioch,204,16,101,87,0,33,0,16,17,0,685,14,295,376,0,1102
Oconee,Farmington,125,6,47,72,0,16,0,2,14,0,327,5,103,219,0,555
Oconee,Bishop,319,21,181,117,0,64,2,17,45,0,931,31,514,385,1,1565
Oconee,High Shoals,320,15,172,133,0,56,0,27,29,0,965,39,472,454,0,1560
Oconee,North Oconee,170,3,90,77,0,42,1,16,25,0,594,17,314,263,0,969
Oconee,Dark Corner,369,20,196,153,0,72,5,22,45,0,1511,36,768,706,1,2331
Oconee,Bogart,412,15,193,204,0,94,1,33,60,0,1122,35,544,541,2,2006
Oconee,Malcom Bridge,821,62,538,221,0,140,5,70,65,0,1822,126,1165,531,0,3340
Oconee,Athens Academy,639,43,380,215,1,91,3,45,43,0,1105,62,723,320,0,2293
Oconee,Civic Center,925,51,592,282,0,126,5,54,67,0,1883,82,1194,607,0,3566
Oconee,City Hall,445,35,285,125,0,78,3,48,27,0,693,29,436,228,0,1517
Oglethorpe,Beaverdam,483,21,209,253,0,63,4,18,41,0,1471,74,699,697,1,2426
Oglethorpe,Crawford,539,24,311,204,0,60,1,24,35,0,1214,70,765,379,0,2230
Oglethorpe,Lexington,809,36,522,250,1,76,6,43,27,0,1940,136,1359,445,0,3431
Paulding,SAMMY MCCLURE MID SC,1303,82,863,358,0,224,19,119,86,0,5443,254,3840,1347,2,8409
Paulding,NORTHSIDE ELEM SCH,268,9,165,93,1,36,0,22,14,0,1242,42,830,370,0,1833
Paulding,MOSES MIDDLE SCHOOL,971,46,588,337,0,120,1,55,63,1,2893,109,1945,839,0,5040
Paulding,RUSSOM ELEM SCH,1781,93,1127,561,0,225,14,103,108,0,4527,288,2911,1327,1,8146
Paulding,MT TABOR PARK,1351,55,910,385,1,201,9,106,86,0,4231,193,2949,1087,2,7399
Paulding,WATSON GOVT COMPLEX,1674,109,1124,437,4,152,5,80,67,0,2997,188,2174,634,1,6517
Paulding,P B RITCH MIDD SCH,1945,87,1262,595,1,128,2,55,71,0,2531,162,1662,707,0,6047
Paulding,SARA RAGSDALE ELM SC,725,50,438,236,1,109,6,50,53,0,3038,132,1916,988,2,4987
Paulding,PAULDING CO HIGH SC,999,45,667,287,0,119,2,62,55,0,2235,114,1530,591,0,4326
Paulding,HIRAM HIGH SCHOOL,1704,71,1038,594,1,97,1,43,53,0,2275,110,1586,579,0,5332
Paulding,TAYLOR FARM PARK,2350,100,1487,763,0,168,14,92,62,0,3532,163,2579,788,2,7678
Paulding,AUSTIN MIDDLE SCHOOL,1508,70,934,502,2,166,7,93,66,0,3768,179,2588,1000,1,6986
Paulding,NEBO ELEMENTARY SCH,1054,46,627,381,0,143,3,68,71,1,3606,122,2383,1099,2,6145
Paulding,CARL SCOGGINS MID SC,392,26,207,159,0,66,5,26,35,0,2344,80,1457,807,0,3491
Peach,BYRON #1,443,10,316,116,1,37,0,16,21,0,1216,19,903,290,4,2067
Peach,BYRON #2,947,21,650,275,1,68,4,39,25,0,1834,48,1359,424,3,3657
Peach,CLAUDE,102,4,48,47,3,11,0,3,8,0,442,13,209,220,0,686
Peach,FORT VALLEY #1,889,28,568,288,5,33,2,18,13,0,610,45,422,143,0,2182
Peach,FORT VALLEY #2,950,50,585,313,2,20,1,7,12,0,442,17,321,104,0,2063
Peach,FORT VALLEY #3,1575,66,937,569,3,25,1,17,7,0,204,8,158,37,1,2912
Peach,POWERSVILLE,194,7,124,61,2,17,0,5,12,0,665,19,383,263,0,1063
Pickens,YELLOW CREEK,365,14,230,120,1,36,2,16,18,0,1725,43,1014,668,0,2562
Pickens,SHARPTOP,340,15,241,84,0,46,2,22,22,0,1434,39,926,469,0,2120
Pickens,APPALACHIAN,167,7,115,45,0,33,2,14,17,0,970,15,689,266,0,1463
Pickens,REFUGE,169,3,119,47,0,29,0,13,16,0,1259,25,838,396,0,1825
Pickens,HILL,158,5,91,62,0,42,1,15,26,0,913,13,576,324,0,1385
Pickens,HINTON,47,2,25,20,0,16,0,6,10,0,404,1,167,236,0,585
Pickens,JERUSALEM,67,1,33,33,0,12,2,3,7,0,538,6,193,339,0,776
Pickens,LUDVILLE,24,0,12,12,0,10,0,1,9,0,343,2,130,211,0,474
Pickens,NELSON,118,0,54,64,0,25,0,4,21,0,750,11,404,335,0,1098
Pickens,TALKING ROCK,104,5,58,41,0,19,0,16,3,0,933,14,553,366,0,1328
Pickens,JASPER,246,12,155,79,0,44,0,20,24,0,1024,22,710,292,0,1711
Pickens,TATE - 14,105,2,68,35,0,31,1,21,9,0,935,10,559,365,1,1360
Pickens,TATE - 09,69,4,36,28,1,11,0,8,3,0,423,2,263,158,0,632
Pierce,Hacklebarney/Cason,375,28,248,99,0,25,1,13,11,0,1491,60,1097,334,0,2505
Pierce,Blackshear,188,11,124,53,0,30,5,13,12,0,1556,77,1111,368,0,2281
Pierce,St Johns/Blackshear,77,10,44,23,0,8,1,5,2,0,905,28,643,234,0,1235
Pierce,Otter Creek,71,5,41,25,0,15,1,7,7,0,754,25,407,322,0,1024
Pierce,Patterson,115,5,59,51,0,9,0,5,4,0,623,22,345,255,1,942
Pierce,Mershon,26,4,15,7,0,2,0,2,0,0,273,28,182,63,0,347
Pierce,Alabaha,47,2,33,12,0,3,0,2,1,0,511,25,361,125,0,706
Pierce,Sunset/Sweat,4,0,4,0,0,1,0,1,0,0,189,12,146,31,0,243
Pike,Concord,183,4,90,89,0,13,0,7,6,0,690,23,381,285,1,1100
Pike,Hollonville,97,3,59,35,0,20,1,6,13,0,1001,34,532,435,0,1359
Pike,Meansville,90,4,34,52,0,10,0,4,6,0,766,36,435,294,1,1055
Pike,Molena,176,13,69,94,0,24,1,12,11,0,770,17,409,343,1,1160
Pike,Second District,178,8,114,56,0,28,4,12,12,0,1483,61,947,473,2,2004
Pike,Lifsey Springs,88,2,49,36,1,15,2,5,8,0,635,25,368,242,0,892
Pike,Williamson,118,6,72,40,0,19,0,7,12,0,917,49,523,345,0,1312
Pike,Zebulon,310,37,204,69,0,34,2,16,16,0,1016,35,749,232,0,1738
Polk,ARAGON,262,6,161,95,0,34,1,18,15,0,1493,20,935,538,0,2293
Polk,BLOOMING GROVE,162,5,102,55,0,20,0,10,10,0,790,31,414,345,0,1284
Polk,CEDARTOWN,1053,55,659,337,2,81,9,33,39,0,2319,131,1615,572,1,6612
Polk,FISH CREEK,241,8,141,92,0,26,2,11,13,0,1338,29,848,457,4,1993
Polk,LAKE CREEK,248,7,138,103,0,41,3,15,23,0,1564,42,1047,475,0,2278
Polk,ROCKMART,772,25,506,241,0,63,1,39,23,0,2506,59,1845,602,0,4326
Polk,YOUNGS GROVE,129,7,81,41,0,24,2,8,14,0,1004,33,587,384,0,1482
Pulaski,COURTHOUSE ANNEX,1104,96,666,342,0,58,3,40,15,0,2437,106,1795,535,1,4720
Putnam,101,864,44,485,335,0,32,1,10,21,0,998,38,690,269,1,2884
Putnam,104,1004,123,503,377,1,24,3,10,11,0,998,71,647,279,1,3069
Putnam,105,376,32,207,136,1,42,2,14,26,0,1918,133,1066,719,0,3293
Putnam,106,105,8,50,47,0,16,0,9,7,0,653,24,324,304,1,1115
Putnam,107,409,37,190,182,0,56,4,26,26,0,1977,92,1149,735,1,3603
Quitman,Georgetown,426,18,189,219,0,7,0,5,2,0,525,28,291,206,0,1332
Quitman,Morris,35,0,8,27,0,1,0,0,1,0,50,8,13,29,0,99
Rabun,Rabun,1444,216,1007,221,0,219,23,132,64,0,6287,657,4533,1097,0,9884
Randolph,Coleman,62,0,15,46,1,3,1,1,1,0,89,3,34,52,0,217
Randolph,Shellman,314,61,46,207,0,2,0,0,2,0,175,5,45,125,0,658
Randolph,Benevolence,84,2,23,59,0,2,0,1,1,0,171,6,79,86,0,344
Randolph,Cuthbert/Courthouse,734,25,432,277,0,12,2,4,6,0,426,14,304,108,0,1656
Randolph,Cuthbert,238,55,82,101,0,2,0,1,1,0,5,1,1,3,0,318
Randolph,Carnegie,30,1,13,16,0,7,0,1,6,0,206,3,46,156,1,322
Randolph,Fountain Bridge-4th,12,1,6,5,0,0,0,0,0,0,70,1,34,35,0,72
Randolph,Springvale,112,6,63,43,0,0,0,0,0,0,55,0,26,29,0,226
Randolph,4th District,12,1,5,6,0,0,0,0,0,0,74,1,12,61,0,101
Richmond,101,262,16,95,151,0,26,1,9,16,0,253,20,95,138,0,733
