




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 

                                                                                                  JUDGE OF PROBATE COURT
                                                            KELLI L. WOLK (I) R                                                                                                                                                                 
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Acworth 1A                    4166                          1219                          143                           252                           802                           2                             2418                          2418                          
Acworth 1B                    3866                          1177                          172                           244                           583                           2                             2178                          2178                          
Acworth 1C                    3718                          1083                          108                           195                           454                           4                             1844                          1844                          
Addison 01                    2085                          683                           105                           297                           193                           2                             1280                          1280                          
Austell 1A                    3578                          701                           51                            431                           231                           4                             1418                          1418                          
Bells Ferry 02                2518                          817                           96                            222                           320                           4                             1459                          1459                          
Bells Ferry 03                4866                          1268                          230                           244                           1112                          1                             2855                          2855                          
Big Shanty 01                 2283                          781                           71                            227                           224                           2                             1305                          1305                          
Big Shanty 02                 2595                          958                           103                           194                           389                           1                             1645                          1645                          
Baker 01                      3834                          1294                          96                            229                           422                           7                             2048                          2048                          
Birney 01                     2048                          529                           61                            286                           91                            2                             969                           969                           
Birney 02                     3093                          781                           140                           418                           319                           0                             1658                          1658                          
Bryant 01                     1676                          215                           22                            335                           32                            4                             608                           608                           
Bryant 02                     4395                          609                           35                            561                           61                            6                             1272                          1272                          
Blackwell 01                  2212                          668                           101                           128                           408                           1                             1306                          1306                          
Chattahoochee 01              4413                          1034                          136                           406                           436                           12                            2024                          2024                          
Cheatham Hill 02              2559                          815                           101                           618                           185                           4                             1723                          1723                          
Cheatham Hill 03              3387                          894                           143                           961                           128                           2                             2128                          2128                          
Chalker 01                    4137                          1133                          146                           384                           519                           8                             2190                          2190                          
Clarkdale 01                  1502                          386                           57                            243                           90                            3                             779                           779                           
Clarkdale 02                  4110                          1005                          98                            672                           139                           5                             1919                          1919                          
Cooper 01                     3769                          744                           88                            553                           202                           7                             1594                          1594                          
Chestnut Ridge 01             2768                          1170                          174                           338                           229                           1                             1912                          1912                          
Dickerson 01                  2537                          1067                          155                           139                           303                           1                             1665                          1665                          
Dobbins 01                    3308                          670                           78                            307                           261                           11                            1327                          1327                          
Dowell 01                     2738                          775                           90                            646                           146                           2                             1659                          1659                          
Dodgen 01                     1851                          766                           104                           173                           218                           2                             1263                          1263                          
Durham 01                     3590                          1339                          164                           412                           552                           2                             2469                          2469                          
Davis 01                      1743                          690                           79                            206                           119                           2                             1096                          1096                          
Eastside 01                   2651                          1083                          157                           201                           331                           1                             1773                          1773                          
Eastside 02                   3556                          1276                          179                           469                           388                           1                             2313                          2313                          
Elizabeth 01                  2943                          761                           56                            406                           148                           4                             1375                          1375                          
Elizabeth 02                  2031                          663                           111                           288                           209                           3                             1274                          1274                          
Elizabeth 03                  2369                          773                           141                           464                           115                           1                             1494                          1494                          
Elizabeth 04                  2324                          757                           74                            343                           79                            4                             1257                          1257                          
Elizabeth 05                  2561                          948                           134                           417                           98                            4                             1601                          1601                          
East Piedmont 01              1977                          639                           48                            239                           180                           2                             1108                          1108                          
Fair Oaks 01                  3167                          628                           96                            572                           70                            3                             1369                          1369                          
Fair Oaks 02                  3538                          774                           72                            408                           96                            3                             1353                          1353                          
Fair Oaks 04                  1844                          470                           59                            218                           45                            4                             796                           796                           
Fair Oaks 05                  1511                          324                           41                            157                           31                            2                             555                           555                           
Fullers Park 01               2953                          1100                          158                           342                           306                           9                             1915                          1915                          
Ford 01                       2728                          1044                          120                           276                           475                           1                             1916                          1916                          
Frey 01                       2123                          773                           93                            215                           313                           2                             1396                          1396                          
Garrison Mill 01              2408                          956                           116                           414                           86                            1                             1573                          1573                          
Gritters 01                   3313                          1100                          136                           379                           359                           2                             1976                          1976                          
Harmony Leland 01             4520                          741                           118                           381                           780                           4                             2024                          2024                          
Harrison 01                   2411                          766                           126                           418                           337                           0                             1647                          1647                          
Hightower 01                  3697                          1493                          251                           478                           216                           2                             2440                          2440                          
Hayes 01                      3392                          1137                          141                           475                           473                           1                             2227                          2227                          
Kennesaw 1A                   1993                          684                           42                            154                           202                           2                             1084                          1084                          
Kennesaw 2A                   3043                          1054                          101                           325                           319                           2                             1801                          1801                          
Kennesaw 3A                   4537                          1144                          142                           545                           363                           6                             2200                          2200                          
Kennesaw 4A                   2999                          979                           110                           215                           401                           2                             1707                          1707                          
Kennesaw 5A                   4676                          1949                          101                           266                           461                           7                             2784                          2784                          
Kell 01                       1725                          621                           86                            102                           312                           3                             1124                          1124                          
Kemp 01                       1666                          507                           95                            340                           224                           0                             1166                          1166                          
Kemp 02                       3319                          980                           134                           659                           402                           0                             2175                          2175                          
Kemp 03                       3372                          1144                          162                           437                           666                           2                             2411                          2411                          
Lasssiter 01                  3148                          1173                          203                           469                           279                           3                             2127                          2127                          
Lindley 01                    3836                          885                           112                           395                           578                           6                             1976                          1976                          
Lost Mountain 01              2908                          593                           149                           466                           762                           2                             1972                          1972                          
Lost Mountain 02              3572                          1200                          179                           469                           650                           3                             2501                          2501                          
Lost Mountain 03              4312                          925                           179                           524                           1303                          1                             2932                          2932                          
Lost Mountain 04              2320                          781                           107                           302                           370                           2                             1562                          1562                          
Lewis 01                      1398                          592                           50                            109                           196                           3                             950                           950                           
Mableton 01                   3805                          744                           142                           386                           524                           4                             1800                          1800                          
Mableton 02                   2162                          459                           56                            197                           220                           4                             936                           936                           
Mableton 03                   2384                          625                           94                            202                           402                           6                             1329                          1329                          
Mableton 04                   1350                          404                           56                            182                           197                           1                             840                           840                           
Mabry 01                      1519                          657                           84                            236                           73                            1                             1051                          1051                          
Macland 01                    3119                          597                           105                           669                           90                            2                             1463                          1463                          
Murdock 01                    3415                          1356                          190                           504                           216                           2                             2268                          2268                          
McEachern 01                  2676                          628                           93                            614                           170                           1                             1506                          1506                          
McCleskey 01                  1518                          484                           67                            134                           296                           0                             981                           981                           
McClure 01                    1364                          544                           59                            145                           187                           1                             936                           936                           
Marietta 1A                   2924                          535                           69                            526                           33                            11                            1174                          1174                          
Marietta 2A                   1899                          565                           90                            657                           15                            1                             1328                          1328                          
Marietta 2B                   3580                          829                           101                           910                           23                            5                             1868                          1868                          
Marietta 3A                   5009                          1097                          183                           1255                          33                            4                             2572                          2572                          
Marietta 4A                   1717                          589                           75                            590                           9                             1                             1264                          1264                          
Marietta 4B                   1701                          474                           96                            397                           31                            2                             1000                          1000                          
Marietta 4C                   2359                          590                           119                           818                           65                            1                             1593                          1593                          
Marietta 5A                   2112                          412                           50                            356                           17                            4                             839                           839                           
Marietta 5B                   2010                          393                           42                            289                           69                            15                            808                           808                           
Marietta 6A                   1949                          404                           37                            298                           73                            5                             817                           817                           
Marietta 6B                   2346                          805                           92                            461                           119                           7                             1484                          1484                          
Marietta 7A                   2667                          423                           46                            386                           51                            7                             913                           913                           
Mars Hill 01                  2783                          1111                          150                           229                           369                           1                             1860                          1860                          
Mars Hill 02                  2325                          811                           65                            167                           352                           3                             1398                          1398                          
Mount Bethel 01               3618                          1420                          240                           199                           542                           6                             2407                          2407                          
Mount Bethel 03               2731                          797                           182                           157                           618                           2                             1756                          1756                          
Mount Bethel 04               2681                          931                           178                           148                           432                           1                             1690                          1690                          
North Cobb 01                 1889                          695                           64                            102                           257                           2                             1120                          1120                          
Nickajack 01                  3921                          954                           128                           435                           389                           8                             1914                          1914                          
Norton Park 01                3625                          982                           142                           449                           257                           3                             1833                          1833                          
Nicholson 01                  2082                          676                           92                            154                           371                           1                             1294                          1294                          
Oakdale 01                    3234                          950                           164                           396                           330                           3                             1843                          1843                          
Oregon 01                     1418                          440                           72                            238                           238                           0                             988                           988                           
Oregon 02                     4354                          912                           141                           791                           181                           7                             2032                          2032                          
Oregon 03                     2758                          496                           82                            566                           53                            3                             1200                          1200                          
Oregon 04                     3430                          711                           90                            699                           97                            3                             1600                          1600                          
Oregon 05                     3173                          835                           107                           626                           217                           4                             1789                          1789                          
Pebblebrook 01                3913                          724                           75                            562                           234                           3                             1598                          1598                          
Powers Ferry 01               2830                          912                           136                           493                           117                           6                             1664                          1664                          
Pine Mountain 01              2897                          1027                          159                           534                           314                           3                             2037                          2037                          
Pine Mountain 02              2629                          928                           134                           686                           143                           4                             1895                          1895                          
Post Oak 01                   3181                          1338                          172                           540                           125                           1                             2176                          2176                          
Pope 01                       2711                          1017                          155                           482                           90                            1                             1745                          1745                          
Palmer 01                     2190                          717                           111                           158                           346                           1                             1333                          1333                          
Powder Springs 1A             3369                          664                           98                            823                           146                           4                             1735                          1735                          
Powder Springs 2A             2662                          459                           53                            593                           23                            2                             1130                          1130                          
Powder Springs 3A             2809                          596                           82                            537                           59                            3                             1277                          1277                          
Pitner 01                     2359                          962                           77                            152                           288                           3                             1482                          1482                          
Rocky Mountain 01             2886                          1119                          118                           396                           249                           2                             1884                          1884                          
Riverside 01                  1489                          281                           25                            172                           62                            3                             543                           543                           
Roswell 01                    4798                          2007                          278                           505                           430                           1                             3221                          3221                          
Roswell 02                    3219                          1379                          200                           261                           312                           3                             2155                          2155                          
Sandy Plains 01               2476                          933                           112                           427                           73                            4                             1549                          1549                          
Shallowford Fall 01           2942                          1142                          161                           500                           137                           1                             1941                          1941                          
Simpson 01                    1670                          643                           136                           268                           71                            4                             1122                          1122                          
Sewell Mill 01                2923                          1152                          158                           363                           153                           1                             1827                          1827                          
Sewell Mill 03                3761                          1125                          178                           472                           208                           6                             1989                          1989                          
Smyrna 1A                     3094                          778                           82                            254                           221                           7                             1342                          1342                          
Smyrna 2A                     4138                          1020                          152                           413                           441                           8                             2034                          2034                          
Smyrna 3A                     5045                          1392                          175                           542                           630                           8                             2747                          2747                          
Smyrna 4A                     4989                          1371                          275                           752                           545                           6                             2949                          2949                          
Smyrna 5A                     2935                          783                           106                           355                           211                           8                             1463                          1463                          
Smyrna 6A                     5054                          1418                          263                           698                           552                           8                             2939                          2939                          
Smyrna 7A                     5062                          1271                          210                           677                           732                           2                             2892                          2892                          
Sope Creek 01                 1953                          813                           119                           163                           260                           1                             1356                          1356                          
Sope Creek 02                 3862                          1242                          231                           432                           369                           10                            2284                          2284                          
Sope Creek 03                 2533                          1099                          137                           122                           314                           4                             1676                          1676                          
Sweetwater 01                 2620                          653                           99                            519                           119                           0                             1390                          1390                          
Sweetwater 02                 2343                          505                           66                            200                           110                           6                             887                           887                           
Terrell Mill 01               4372                          1087                          101                           450                           272                           10                            1920                          1920                          
Timber Ridge 01               2221                          1000                          126                           127                           273                           2                             1528                          1528                          
Vaughn 01                     2761                          990                           103                           272                           531                           3                             1899                          1899                          
Vinings 01                    1961                          649                           80                            212                           162                           1                             1104                          1104                          
Vinings 02                    4920                          1383                          209                           534                           467                           4                             2597                          2597                          
Vinings 03                    3485                          1025                          196                           387                           330                           5                             1943                          1943                          
Vinings 04                    2995                          1189                          217                           264                           254                           5                             1929                          1929                          
Wade Green 02                 3798                          1240                          133                           295                           437                           6                             2111                          2111                          
Wileo 01                      2528                          1034                          152                           419                           105                           2                             1712                          1712                          
Totals:                       424176                        126090                        17219                         56237                         40322                         496                           240364                        240364                        

                                                                                                 CLERK OF SUPERIOR COURT
                                                            REBECCA KEATON (I) R                                                                                                                                                                
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Acworth 1A                    4166                          1208                          143                           253                           799                           2                             2405                          2405                          
Acworth 1B                    3866                          1183                          171                           243                           574                           2                             2173                          2173                          
Acworth 1C                    3718                          1088                          106                           198                           449                           4                             1845                          1845                          
Addison 01                    2085                          678                           105                           294                           190                           2                             1269                          1269                          
Austell 1A                    3578                          691                           52                            433                           229                           4                             1409                          1409                          
Bells Ferry 02                2518                          815                           94                            221                           318                           5                             1453                          1453                          
Bells Ferry 03                4866                          1274                          228                           244                           1111                          1                             2858                          2858                          
Big Shanty 01                 2283                          776                           70                            227                           228                           2                             1303                          1303                          
Big Shanty 02                 2595                          959                           103                           195                           387                           1                             1645                          1645                          
Baker 01                      3834                          1295                          99                            229                           425                           7                             2055                          2055                          
Birney 01                     2048                          521                           62                            290                           90                            1                             964                           964                           
Birney 02                     3093                          783                           141                           426                           313                           0                             1663                          1663                          
Bryant 01                     1676                          221                           23                            341                           32                            4                             621                           621                           
Bryant 02                     4395                          607                           35                            562                           58                            5                             1267                          1267                          
Blackwell 01                  2212                          659                           97                            129                           412                           0                             1297                          1297                          
Chattahoochee 01              4413                          1032                          136                           404                           437                           11                            2020                          2020                          
